每周学习时长（小时）,专业,性别,期中考试分数,期末考试分数,上课出勤率
9.7,工商管理,男,70.5,62.58,80.0
20.03,电子商务,男,63.22,84.21,70.0
17.6,大数据管理,女,63.45,59.21,89.0
19.56,人工智能,女,87.35,86.06,86.0
21.68,电子商务,男,62.86,69.07,64.0
12.52,人工智能,女,87.6,77.87,71.0
18.65,大数据管理,女,72.64,72.74,69.0
36.07,大数据管理,女,91.62,91.17,75.0
18.59,电子商务,女,75.65,75.49,80.0
22.76,工商管理,男,77.01,71.94,79.0
32.44,大数据管理,女,70.5,86.77,92.0
18.4,人工智能,女,78.85,64.21,76.0
23.19,大数据管理,男,72.61,81.82,97.0
10.87,大数据管理,女,63.09,69.44,74.0
19.23,电子商务,女,83.73,83.13,84.0
18.06,大数据管理,男,72.01,80.55,99.0
19.7,电子商务,男,59.16,64.84,82.0
15.5,大数据管理,男,62.94,48.74,95.0
28.7,工商管理,女,51.52,64.85,95.0
21.39,财务管理,男,100.0,79.99,84.0
22.65,大数据管理,女,94.42,75.67,63.0
26.19,财务管理,男,81.34,67.93,72.0
38.34,财务管理,女,98.2,94.77,97.0
29.56,工商管理,男,91.67,81.1,94.0
18.6,大数据管理,男,78.72,54.01,90.0
16.08,工商管理,女,80.3,75.04,63.0
6.31,财务管理,女,57.94,81.0,89.0
24.97,人工智能,男,90.21,86.28,78.0
14.49,工商管理,女,59.34,58.31,73.0
22.13,人工智能,女,38.87,53.47,65.0
13.76,大数据管理,男,59.72,60.87,97.0
31.5,大数据管理,男,82.36,81.25,75.0
15.09,工商管理,男,99.34,83.9,87.0
23.37,大数据管理,男,82.54,70.4,87.0
26.63,人工智能,女,84.13,89.11,63.0
14.15,财务管理,女,73.71,59.77,96.0
11.8,财务管理,男,93.18,84.34,89.0
23.8,人工智能,男,82.96,80.08,86.0
26.44,电子商务,男,79.67,91.28,65.0
28.96,工商管理,男,79.35,82.12,88.0
25.1,电子商务,女,59.84,68.1,90.0
21.77,大数据管理,男,91.46,84.1,98.0
22.36,电子商务,男,95.26,86.15,93.0
17.03,工商管理,女,88.99,70.98,93.0
16.74,财务管理,女,65.54,57.87,79.0
5.0,财务管理,男,90.69,65.69,92.0
29.84,财务管理,男,94.48,80.38,81.0
20.68,人工智能,女,54.74,59.4,62.0
30.93,财务管理,女,83.88,85.03,87.0
32.3,财务管理,男,69.14,64.3,81.0
23.11,大数据管理,女,53.0,61.25,62.0
16.53,工商管理,男,56.94,65.39,71.0
24.27,大数据管理,男,83.33,78.0,75.0
25.92,人工智能,女,66.1,65.09,73.0
17.97,财务管理,男,92.65,77.49,88.0
17.94,电子商务,男,60.95,57.18,63.0
21.36,电子商务,女,76.9,67.86,84.0
13.44,人工智能,男,82.32,73.31,82.0
31.95,电子商务,男,61.45,86.45,94.0
10.11,人工智能,男,96.42,71.42,81.0
15.86,大数据管理,男,72.55,67.15,99.0
10.49,大数据管理,男,92.64,73.4,71.0
5.72,人工智能,女,64.72,54.85,90.0
24.38,人工智能,女,80.5,89.38,99.0
26.27,电子商务,女,100.0,75.0,83.0
24.33,工商管理,女,74.25,69.65,79.0
17.43,人工智能,女,39.78,56.74,62.0
12.4,财务管理,男,75.35,67.18,85.0
15.43,工商管理,男,66.4,57.6,77.0
17.72,工商管理,男,72.37,71.42,75.0
5.0,电子商务,男,76.81,71.15,70.0
26.07,大数据管理,女,71.4,78.63,95.0
22.92,人工智能,男,85.1,71.24,79.0
13.12,电子商务,男,40.68,51.81,67.0
30.86,工商管理,男,100.0,88.01,80.0
12.56,电子商务,男,71.92,73.07,64.0
25.54,财务管理,女,85.69,92.06,90.0
10.56,财务管理,女,86.28,61.28,82.0
32.62,财务管理,女,90.08,83.61,63.0
14.74,大数据管理,女,55.95,40.86,62.0
21.81,大数据管理,女,69.26,90.11,72.0
14.8,大数据管理,女,78.66,69.93,89.0
13.46,财务管理,男,63.26,67.3,69.0
12.19,大数据管理,男,55.47,55.41,70.0
29.04,财务管理,男,59.52,62.22,70.0
14.83,工商管理,男,100.0,77.04,93.0
18.3,工商管理,男,76.75,85.02,79.0
13.46,大数据管理,男,85.01,81.22,61.0
26.97,人工智能,女,69.94,86.92,62.0
9.19,财务管理,男,73.8,70.86,96.0
12.63,大数据管理,男,87.43,80.13,89.0
27.93,人工智能,女,49.52,62.64,83.0
29.35,工商管理,女,81.35,74.99,69.0
26.78,电子商务,男,74.26,63.08,63.0
14.68,人工智能,女,79.87,68.61,66.0
12.37,人工智能,女,67.43,57.14,81.0
14.58,电子商务,男,78.16,75.18,72.0
18.78,工商管理,男,73.21,72.93,80.0
21.28,工商管理,女,81.5,79.86,98.0
14.5,大数据管理,男,100.0,96.89,79.0
13.05,工商管理,男,87.41,76.82,80.0
20.25,人工智能,男,79.73,82.42,91.0
38.73,工商管理,男,66.21,89.41,71.0
17.23,电子商务,男,100.0,90.75,71.0
14.0,工商管理,女,74.96,78.35,79.0
7.89,工商管理,女,94.34,75.01,92.0
5.0,人工智能,女,84.1,72.78,80.0
20.09,工商管理,女,92.24,70.98,81.0
5.0,电子商务,男,70.14,69.02,82.0
24.77,人工智能,男,88.61,80.66,66.0
6.06,大数据管理,女,93.22,77.18,96.0
5.0,人工智能,男,76.33,75.97,76.0
25.33,财务管理,女,75.1,64.21,68.0
17.9,电子商务,男,76.62,83.24,76.0
10.22,人工智能,男,87.1,82.11,91.0
16.64,大数据管理,女,57.19,63.36,99.0
14.4,工商管理,女,78.24,67.19,63.0
22.9,大数据管理,男,75.8,77.68,89.0
6.17,工商管理,男,77.0,78.08,71.0
13.36,大数据管理,女,62.69,62.51,78.0
30.13,工商管理,男,98.77,89.77,71.0
25.42,人工智能,男,69.55,74.51,96.0
22.6,人工智能,男,49.8,74.8,85.0
27.14,人工智能,男,74.79,70.87,73.0
9.5,财务管理,男,95.26,78.04,88.0
32.57,工商管理,女,74.88,88.28,92.0
15.56,电子商务,男,84.63,76.51,90.0
23.08,工商管理,女,55.9,71.56,83.0
26.13,工商管理,男,67.67,67.46,99.0
12.18,人工智能,男,91.55,73.37,78.0
24.0,财务管理,女,58.19,80.22,91.0
27.92,电子商务,女,61.38,60.61,65.0
22.98,人工智能,女,67.83,71.1,83.0
25.75,工商管理,女,45.53,59.92,66.0
18.63,电子商务,女,77.32,69.07,95.0
17.48,工商管理,男,45.97,56.53,89.0
26.15,财务管理,女,91.82,84.98,71.0
16.86,人工智能,女,53.73,62.76,83.0
29.28,大数据管理,男,56.48,78.23,97.0
21.93,人工智能,女,73.87,86.8,94.0
14.66,大数据管理,女,97.03,72.03,60.0
28.83,大数据管理,女,76.23,76.93,73.0
34.07,人工智能,女,79.33,87.65,98.0
24.69,财务管理,男,97.05,94.87,74.0
17.67,财务管理,女,54.0,67.82,81.0
16.31,电子商务,女,52.27,63.26,88.0
16.73,工商管理,女,77.57,75.87,64.0
19.31,电子商务,女,71.46,72.75,62.0
27.44,财务管理,男,87.15,75.4,73.0
22.0,大数据管理,男,82.2,81.27,85.0
16.32,财务管理,男,66.31,79.8,81.0
11.46,电子商务,女,77.03,66.25,81.0
20.98,大数据管理,男,79.09,72.66,72.0
22.58,工商管理,男,63.11,62.06,61.0
31.25,财务管理,男,67.56,54.79,67.0
11.42,财务管理,女,91.4,77.41,99.0
20.21,工商管理,男,75.08,74.04,78.0
17.16,人工智能,男,77.2,65.26,60.0
27.85,电子商务,男,79.56,68.64,71.0
16.0,电子商务,男,74.15,64.95,86.0
6.98,财务管理,女,100.0,84.73,77.0
5.0,人工智能,女,80.07,83.32,71.0
36.0,电子商务,男,88.11,94.64,65.0
27.24,人工智能,女,71.1,62.87,69.0
25.53,人工智能,男,78.86,80.46,73.0
16.94,电子商务,女,51.1,52.4,73.0
36.7,人工智能,女,100.0,84.93,62.0
20.87,电子商务,男,82.88,75.89,87.0
5.0,人工智能,男,100.0,81.92,66.0
17.97,电子商务,女,84.48,87.56,96.0
22.72,电子商务,男,89.01,75.47,65.0
10.54,财务管理,女,88.66,73.8,95.0
15.88,工商管理,男,50.79,66.18,96.0
8.9,人工智能,女,57.63,62.83,91.0
25.99,财务管理,女,78.95,89.58,94.0
25.38,人工智能,女,100.0,80.08,84.0
14.79,工商管理,男,58.78,62.52,91.0
21.44,大数据管理,女,68.9,59.98,66.0
31.34,财务管理,女,93.12,86.69,89.0
7.64,人工智能,女,63.55,55.84,76.0
19.91,电子商务,女,81.96,78.78,91.0
11.23,工商管理,女,80.04,64.24,74.0
23.21,财务管理,男,54.62,52.43,95.0
34.66,电子商务,女,78.73,70.08,94.0
26.21,人工智能,男,68.77,76.39,100.0
29.74,财务管理,男,73.05,72.59,65.0
21.45,工商管理,男,90.3,78.23,97.0
38.92,大数据管理,女,72.62,91.72,96.0
21.03,电子商务,女,79.63,70.55,92.0
27.6,财务管理,男,75.26,84.69,78.0
5.0,工商管理,女,83.34,85.42,97.0
9.75,工商管理,女,82.16,57.16,97.0
10.75,财务管理,女,87.19,72.97,78.0
17.58,大数据管理,男,73.55,65.01,70.0
23.91,人工智能,女,100.0,75.0,62.0
22.95,财务管理,女,97.74,72.74,67.0
27.09,人工智能,男,68.95,75.29,72.0
8.59,工商管理,男,86.86,89.29,79.0
30.52,大数据管理,男,73.1,79.89,64.0
14.96,工商管理,女,58.78,66.81,99.0
40.0,财务管理,女,100.0,93.37,75.0
24.77,工商管理,男,85.2,94.92,88.0
16.41,电子商务,女,60.16,79.23,71.0
26.78,工商管理,男,99.48,82.62,77.0
13.58,电子商务,男,73.37,49.96,88.0
20.88,工商管理,男,84.33,61.7,72.0
26.04,电子商务,男,61.37,78.36,69.0
26.31,电子商务,男,77.57,77.48,96.0
23.07,财务管理,女,63.04,72.92,97.0
7.02,电子商务,女,78.7,53.7,79.0
27.17,大数据管理,男,61.75,64.87,98.0
17.63,工商管理,男,60.17,65.77,100.0
28.36,人工智能,女,53.3,69.45,100.0
8.44,人工智能,男,95.01,70.9,70.0
24.2,人工智能,男,100.0,80.43,98.0
35.01,财务管理,女,66.9,69.75,64.0
23.59,财务管理,男,53.46,72.87,81.0
8.6,财务管理,男,79.4,71.16,92.0
14.66,工商管理,男,88.81,80.94,80.0
18.16,人工智能,女,82.79,66.81,75.0
5.0,大数据管理,男,48.94,23.94,73.0
19.52,财务管理,女,68.24,68.25,97.0
21.91,财务管理,男,68.65,67.84,96.0
18.77,人工智能,男,67.74,70.26,83.0
19.71,电子商务,男,96.42,100.0,100.0
31.92,大数据管理,男,67.53,79.01,84.0
32.36,人工智能,男,44.02,69.02,68.0
33.18,财务管理,女,94.83,92.92,97.0
21.22,电子商务,男,64.05,63.86,81.0
29.29,人工智能,女,78.33,84.42,90.0
9.6,人工智能,男,44.16,69.16,100.0
19.73,财务管理,女,89.5,96.39,85.0
20.08,大数据管理,女,81.12,72.63,94.0
15.99,电子商务,女,69.73,69.89,69.0
26.87,工商管理,女,67.19,64.2,97.0
15.24,工商管理,男,66.58,71.86,64.0
13.43,电子商务,男,88.7,86.8,68.0
12.57,工商管理,女,100.0,82.54,78.0
28.66,财务管理,男,72.14,71.74,78.0
22.17,大数据管理,女,62.66,71.15,95.0
36.78,财务管理,女,86.81,90.58,85.0
27.35,大数据管理,女,63.51,67.91,66.0
14.87,大数据管理,男,80.97,75.12,92.0
18.01,大数据管理,男,65.12,61.51,69.0
34.37,工商管理,女,63.68,78.97,75.0
19.0,工商管理,男,78.27,80.81,86.0
28.49,人工智能,女,99.99,77.39,63.0
11.64,大数据管理,男,77.18,56.45,64.0
21.1,财务管理,男,91.92,77.14,72.0
25.87,人工智能,女,94.05,89.21,81.0
21.06,财务管理,女,67.65,72.41,85.0
21.3,大数据管理,女,84.39,70.88,69.0
18.07,工商管理,男,76.8,74.56,83.0
30.46,财务管理,男,65.42,74.97,98.0
25.98,电子商务,男,87.56,88.59,91.0
5.0,人工智能,女,84.92,69.8,70.0
35.97,人工智能,男,90.02,84.7,80.0
13.75,财务管理,女,74.62,74.16,93.0
13.02,人工智能,男,69.24,77.32,70.0
21.16,电子商务,男,84.66,69.9,66.0
22.83,大数据管理,男,76.28,79.08,92.0
6.0,大数据管理,女,63.98,58.62,87.0
23.59,工商管理,女,67.64,74.66,83.0
7.23,财务管理,女,85.98,62.62,64.0
17.68,电子商务,女,84.54,80.49,98.0
17.98,电子商务,男,54.42,70.13,85.0
34.4,大数据管理,男,83.42,79.29,92.0
7.99,人工智能,女,58.79,45.5,91.0
14.78,电子商务,女,72.33,61.77,100.0
20.19,财务管理,男,52.89,49.96,72.0
23.59,大数据管理,女,85.33,87.99,96.0
20.2,大数据管理,男,47.54,48.48,95.0
22.67,人工智能,男,49.36,63.38,100.0
5.0,人工智能,男,66.07,69.34,90.0
16.34,电子商务,女,81.09,77.0,88.0
28.56,大数据管理,女,66.46,70.31,96.0
5.0,电子商务,女,61.55,62.65,84.0
19.66,人工智能,女,68.58,68.24,72.0
11.52,大数据管理,男,79.12,69.08,79.0
18.39,大数据管理,男,71.46,66.38,68.0
30.14,工商管理,女,64.34,87.84,96.0
26.45,人工智能,男,58.95,73.98,72.0
34.21,电子商务,女,87.81,100.0,93.0
17.54,人工智能,男,80.67,70.51,78.0
33.88,工商管理,男,85.3,83.01,66.0
19.45,财务管理,女,78.27,66.73,92.0
37.27,大数据管理,男,65.09,72.8,89.0
17.11,电子商务,女,75.74,85.79,61.0
22.1,工商管理,男,40.72,51.22,66.0
9.04,工商管理,男,60.02,79.43,96.0
12.05,电子商务,女,81.31,59.35,71.0
5.0,大数据管理,女,76.86,54.8,61.0
16.86,电子商务,女,63.47,64.25,88.0
19.46,电子商务,女,66.29,69.51,91.0
36.23,财务管理,男,71.36,83.58,74.0
6.25,工商管理,女,54.39,57.95,71.0
26.66,工商管理,女,75.74,71.09,77.0
17.35,电子商务,男,85.71,75.39,76.0
20.24,财务管理,男,96.72,78.61,60.0
23.46,工商管理,女,79.95,64.93,63.0
20.09,财务管理,女,91.8,74.73,73.0
25.99,财务管理,男,90.15,88.94,69.0
22.81,人工智能,女,75.96,58.28,71.0
24.49,人工智能,女,85.9,90.91,63.0
32.27,大数据管理,女,80.78,78.77,84.0
25.08,大数据管理,男,94.48,78.75,84.0
19.1,财务管理,女,85.12,82.26,85.0
11.35,人工智能,男,90.37,89.14,91.0
27.16,工商管理,男,79.29,83.17,70.0
20.4,大数据管理,女,61.0,68.11,79.0
29.7,工商管理,女,78.08,82.54,63.0
23.82,人工智能,男,75.58,62.0,84.0
35.59,人工智能,男,87.85,86.42,89.0
23.42,财务管理,女,84.57,72.56,94.0
22.12,财务管理,男,68.48,83.36,96.0
18.19,工商管理,男,70.71,63.04,74.0
20.96,财务管理,男,49.27,70.03,90.0
20.69,工商管理,男,97.84,92.31,99.0
12.66,工商管理,男,78.42,62.01,61.0
17.07,大数据管理,男,54.83,53.69,66.0
7.89,工商管理,男,63.42,74.02,97.0
8.95,人工智能,女,86.61,66.16,82.0
23.4,财务管理,男,69.17,76.47,96.0
7.64,人工智能,男,64.55,49.27,66.0
28.27,大数据管理,女,63.66,72.37,94.0
15.11,电子商务,女,50.34,54.14,70.0
30.62,大数据管理,女,78.79,77.23,98.0
27.24,工商管理,男,100.0,83.58,98.0
9.07,工商管理,男,88.43,75.31,88.0
15.29,大数据管理,男,69.99,58.14,60.0
24.73,大数据管理,男,67.82,65.59,74.0
23.58,工商管理,女,91.61,74.16,64.0
12.21,电子商务,女,62.1,57.05,63.0
33.96,电子商务,女,93.27,93.61,74.0
21.8,财务管理,男,75.94,82.82,66.0
22.98,财务管理,女,67.39,60.52,61.0
15.14,财务管理,男,74.77,86.61,84.0
17.72,人工智能,男,85.34,69.99,95.0
28.44,财务管理,男,98.88,96.52,72.0
27.07,工商管理,女,78.19,75.1,87.0
28.54,人工智能,女,100.0,85.26,99.0
26.65,财务管理,女,60.84,59.28,63.0
12.49,大数据管理,男,87.37,74.75,80.0
24.05,财务管理,男,66.49,75.09,94.0
36.33,工商管理,女,55.76,71.96,63.0
21.0,电子商务,女,62.57,58.19,63.0
26.6,财务管理,女,51.68,54.99,80.0
21.34,工商管理,男,100.0,75.0,61.0
10.83,工商管理,女,88.95,74.29,79.0
14.92,工商管理,男,65.56,62.61,79.0
20.98,工商管理,男,100.0,81.55,92.0
20.33,财务管理,女,84.71,79.64,85.0
27.58,人工智能,男,86.52,94.3,62.0
18.89,财务管理,男,75.65,67.81,73.0
9.96,财务管理,男,80.87,62.41,62.0
5.95,财务管理,男,83.46,76.56,86.0
10.17,人工智能,女,77.42,63.44,74.0
18.09,大数据管理,女,73.04,75.18,89.0
17.21,工商管理,男,82.83,64.99,67.0
20.9,财务管理,女,77.87,89.48,76.0
5.0,财务管理,男,87.25,75.52,90.0
17.39,工商管理,女,89.26,71.77,73.0
11.09,财务管理,男,91.34,72.41,85.0
10.96,人工智能,女,80.94,66.5,71.0
27.22,财务管理,男,69.08,82.47,81.0
5.0,大数据管理,女,68.81,47.52,64.0
15.91,工商管理,女,70.66,61.83,83.0
16.89,电子商务,男,67.97,60.96,76.0
22.07,财务管理,女,90.03,76.06,61.0
15.81,财务管理,男,62.22,62.4,99.0
37.41,大数据管理,男,70.15,66.29,64.0
36.55,工商管理,男,69.95,73.73,83.0
25.26,电子商务,男,93.48,80.06,60.0
22.33,财务管理,男,95.14,76.27,63.0
28.82,电子商务,女,66.25,74.47,65.0
25.61,工商管理,女,74.95,83.99,88.0
19.5,财务管理,男,79.17,77.21,91.0
26.52,大数据管理,男,80.12,78.18,82.0
23.5,人工智能,男,85.08,64.32,98.0
33.03,工商管理,女,85.41,79.43,72.0
9.2,财务管理,男,47.48,63.73,87.0
24.09,大数据管理,男,50.82,55.89,66.0
7.9,人工智能,女,58.52,50.27,82.0
18.92,工商管理,男,83.79,95.51,73.0
20.1,财务管理,女,71.05,87.45,87.0
34.74,工商管理,男,81.98,82.92,72.0
12.92,大数据管理,男,82.88,83.92,95.0
12.28,大数据管理,男,79.03,54.03,96.0
21.4,电子商务,男,85.07,74.94,92.0
9.01,工商管理,女,75.75,59.5,64.0
11.72,工商管理,女,82.6,73.69,97.0
40.0,财务管理,女,66.95,76.37,100.0
23.11,工商管理,男,65.35,47.07,79.0
7.62,人工智能,男,77.3,71.29,80.0
16.2,工商管理,男,70.47,72.75,87.0
20.38,大数据管理,男,79.82,89.66,82.0
16.4,工商管理,女,88.67,72.14,88.0
27.61,电子商务,男,69.98,71.73,99.0
31.92,人工智能,男,74.59,56.7,71.0
26.72,工商管理,男,62.69,68.22,77.0
30.3,工商管理,女,73.48,81.98,62.0
26.02,工商管理,女,87.12,78.83,79.0
24.64,工商管理,女,55.5,77.86,68.0
7.02,财务管理,女,76.28,63.4,79.0
33.22,电子商务,男,70.59,80.57,95.0
22.45,大数据管理,男,69.59,61.91,90.0
26.65,工商管理,女,84.73,84.49,83.0
26.18,工商管理,男,76.35,61.51,76.0
23.62,工商管理,女,49.35,65.72,85.0
11.3,人工智能,女,61.89,69.35,89.0
31.65,电子商务,男,75.0,86.03,76.0
5.0,大数据管理,女,77.12,56.73,92.0
13.72,财务管理,女,74.01,70.84,91.0
23.78,财务管理,男,56.6,66.98,62.0
22.44,财务管理,男,87.23,79.61,67.0
37.85,人工智能,女,92.02,84.13,90.0
38.52,电子商务,男,65.79,61.21,79.0
5.0,电子商务,男,78.89,71.79,94.0
28.63,大数据管理,男,62.95,69.23,90.0
20.63,财务管理,男,41.13,52.88,97.0
22.88,电子商务,女,69.42,77.76,74.0
16.88,工商管理,女,72.24,65.16,61.0
21.38,大数据管理,男,78.66,59.82,62.0
18.34,电子商务,女,81.87,59.51,83.0
21.05,电子商务,男,62.59,58.18,88.0
24.21,大数据管理,男,100.0,100.0,63.0
16.97,大数据管理,女,85.55,82.81,85.0
22.14,大数据管理,男,59.12,66.42,80.0
18.2,大数据管理,女,86.91,75.8,65.0
5.0,人工智能,男,67.74,56.0,62.0
10.32,大数据管理,女,76.79,78.3,89.0
13.13,电子商务,男,84.6,66.73,66.0
5.0,工商管理,女,66.98,66.89,83.0
20.87,大数据管理,女,79.29,72.02,73.0
23.62,大数据管理,女,65.81,85.88,77.0
18.07,工商管理,女,79.72,76.26,69.0
13.94,工商管理,男,70.15,80.57,89.0
20.15,财务管理,女,70.28,68.59,95.0
21.13,人工智能,女,66.62,75.91,76.0
11.88,工商管理,女,69.26,63.77,94.0
14.66,电子商务,男,68.7,69.45,87.0
21.57,电子商务,女,44.79,68.73,66.0
10.75,电子商务,女,73.86,56.33,60.0
20.89,财务管理,女,76.08,71.65,63.0
18.69,工商管理,女,93.25,83.31,65.0
14.63,大数据管理,男,52.4,65.4,100.0
22.89,工商管理,女,66.97,67.42,81.0
18.6,大数据管理,男,68.29,86.6,87.0
30.91,人工智能,男,77.76,67.61,77.0
17.27,人工智能,女,88.28,89.69,72.0
10.48,电子商务,女,89.24,89.23,90.0
17.16,电子商务,男,86.72,95.61,87.0
15.27,电子商务,女,48.46,44.87,92.0
25.33,大数据管理,女,100.0,81.13,82.0
28.95,大数据管理,男,86.95,91.18,78.0
26.5,电子商务,女,90.5,67.93,73.0
19.61,电子商务,女,67.24,59.67,95.0
13.67,财务管理,女,80.83,65.09,64.0
17.01,工商管理,女,99.67,81.6,63.0
15.89,人工智能,男,82.82,87.15,81.0
27.65,大数据管理,女,68.2,70.18,71.0
18.88,大数据管理,男,70.19,63.69,79.0
17.1,电子商务,女,57.34,60.51,62.0
14.3,财务管理,女,86.34,76.86,69.0
17.71,财务管理,男,67.47,73.27,86.0
26.33,大数据管理,男,95.79,81.66,65.0
27.78,财务管理,男,95.04,70.04,66.0
28.57,财务管理,男,95.18,79.91,74.0
28.52,人工智能,女,75.66,89.61,92.0
25.12,电子商务,男,94.22,82.42,65.0
25.39,电子商务,女,88.18,79.83,71.0
16.67,人工智能,女,69.73,80.6,90.0
9.14,财务管理,女,76.67,56.83,80.0
5.43,工商管理,女,86.66,67.77,60.0
36.65,人工智能,男,58.79,69.94,69.0
6.16,大数据管理,男,67.93,62.4,99.0
19.43,人工智能,男,82.96,75.55,66.0
28.48,大数据管理,女,76.97,78.19,94.0
15.3,财务管理,女,70.49,54.02,73.0
16.34,大数据管理,男,100.0,87.5,97.0
37.08,电子商务,女,94.65,82.82,97.0
17.36,电子商务,女,84.87,73.69,67.0
20.29,财务管理,男,62.83,78.79,83.0
19.69,电子商务,女,100.0,82.32,65.0
27.67,大数据管理,男,61.09,57.48,71.0
21.22,电子商务,女,83.63,77.86,100.0
10.8,人工智能,女,63.54,54.87,71.0
16.0,电子商务,女,95.36,85.11,66.0
22.96,财务管理,女,65.43,68.21,70.0
15.63,财务管理,女,75.77,87.27,99.0
8.31,电子商务,女,88.24,78.52,60.0
15.27,大数据管理,女,61.92,62.18,91.0
